,website_path,course_title,location,holes,courses
95,https://foreupsoftware.com/index.php/booking/19060#/welcome,Markdale Golf & Curling Club,"85 Edith Avenue Markdale, ON N0C1H0 CA ",18,"[{'course_id': '2767', 'course_name': 'New Tee Sheet'}, {'course_id': ' 851', 'course_name': ' Weekday Tee Sheet'}]"
96,https://foreupsoftware.com/index.php/booking/19179#/welcome,Mason Rudolph Golf Course,"1514 Golf Club Lane Clarksville, TN 37043 USA ",,"[{'course_id': '2479', 'course_name': 'Mason Rudolph'}]"
97,https://foreupsoftware.com/index.php/booking/19375#/welcome,Massanutten Resort,"1822 Resort Drive McGaheysville, VA 22840 USA ",,"[{'course_id': '1541', 'course_name': 'Mountain Greens GC'}, {'course_id': ' 1542', 'course_name': ' Woodstone Meadows GC'}]"
98,https://foreupsoftware.com/index.php/booking/19103#/welcome,Menifee Lakes Country Club,"29875 Menifee Lakes Dr Menifee, CA 92584 USA ","9, 18, Both","[{'course_id': '968', 'course_name': 'Palms Course'}, {'course_id': ' 954', 'course_name': ' Lakes Course'}, {'course_id': ' 1676', 'course_name': ' Seven Hills Golf Course'}]"
99,https://foreupsoftware.com/index.php/booking/19531#/welcome,Meriwether National Golf Club,"5200 Rood Bridge Road Hillsboro, OR 97123 USA ","9, 18","[{'course_id': '1793', 'course_name': 'Meriwether National Golf Club'}]"
100,https://foreupsoftware.com/index.php/booking/19416#/welcome,Mount Vintage Golf Club,"375 Mount Vintage Plantation Drive North Augusta, SC 29860 USA ","9, 18","[{'course_id': '1944', 'course_name': '3rd Nine'}, {'course_id': ' 1916', 'course_name': ' Mount Vintage Golf Club'}]"
101,https://foreupsoftware.com/index.php/booking/19196#/welcome,Mt. Ogden Golf Course,"1787 Constitution Way Ogden, UT 84401 USA ",,"[{'course_id': '1259', 'course_name': 'Mt. Ogden'}]"
102,https://foreupsoftware.com/index.php/booking/19227#/welcome,Nonesuch River Golf Club,"304 Gorham Rd Scarborough, ME 04074 USA ",,"[{'course_id': '1301', 'course_name': 'Nonesuch'}]"
103,https://foreupsoftware.com/index.php/booking/19597#/welcome,Oak Hills Golf Club Ltd.,"1538 Frankford-Stirling Rd Stirling, ON K0K 3E0 CA ","9, 18, Both","[{'course_id': '1890', 'course_name': 'Highland Course / Glen Course'}]"
104,https://foreupsoftware.com/index.php/booking/19156#/welcome,Oakland Golf Club,"100 N Parson Oakland, NE 68045 USA ","9, 18, Both","[{'course_id': '1188', 'course_name': 'Oakland'}]"
105,https://foreupsoftware.com/index.php/booking/19530#/welcome,Orchard Creek Golf Club,"6700 Dunnsville Road Altamont, NY 12009 USA ","9, 18, Both","[{'course_id': '1791', 'course_name': 'Orchard Creek Golf Club'}]"
106,https://foreupsoftware.com/index.php/booking/19029#/welcome,Palo Duro Creek,"50 Country Club Dr. Canyon, TX 79015 USA ",,"[{'course_id': '790', 'course_name': 'Palo Duro Creek'}]"
107,https://foreupsoftware.com/index.php/booking/19126#/welcome,Panther Creek Golf Club,"4641 State Route 1514 Utica, KY 42376 USA ","9, 18","[{'course_id': '1110', 'course_name': 'Panther Creek'}]"
108,https://foreupsoftware.com/index.php/booking/19087#/welcome,Papio Greens Golf Center,"11050 South 66th Street Papillion, NE 68133 USA ","9, 18","[{'course_id': '924', 'course_name': 'Papio Greens'}]"
109,https://foreupsoftware.com/index.php/booking/19683#/welcome,PCC-WRC,"69772 HWY 395 S PENDLETON, OR 97801 USA ","9, 18","[{'course_id': '2181', 'course_name': 'Pendleton Golf Club - WRC'}]"
110,https://foreupsoftware.com/index.php/booking/19006#/welcome,Pebble Creek Golf Club,"14000 Clubhouse Lane, PO Box 250 Becker, MN 55308 USA ",,"[{'course_id': '1680', 'course_name': 'Championship'}, {'course_id': ' 1681', 'course_name': ' Local 9'}]"
111,https://foreupsoftware.com/index.php/booking/19730#/welcome,Peninsula Golf Course,"9604 Pacific Hwy Long Beach, WA 98631 USA ",,"[{'course_id': '2314', 'course_name': 'Peninsula Golf Course'}]"
112,https://foreupsoftware.com/index.php/booking/19155#/welcome,Phoenix Lake Golf Course,"21448 Paseo de los Portales Sonora, CA 95370 USA ",9,"[{'course_id': '1187', 'course_name': 'Phoenix Lake'}]"
113,https://foreupsoftware.com/index.php/booking/19532#/welcome,Pine Dunes Resort,"159 Private Road 7019 Frankston, TX 75763 USA ",,"[{'course_id': '1794', 'course_name': 'Pine Dunes Resort'}]"
114,https://foreupsoftware.com/index.php/booking/19567#/welcome,Platteville Country Club,"6729 N Water St. P.O. Box 434 Platteville, WI 53818 USA ",,"[{'course_id': '1843', 'course_name': 'Platteville Country Club'}]"
115,https://foreupsoftware.com/index.php/booking/19194#/welcome,Players Indoor Golf & Sports Bar - Kitchener *Old,"7-1373 Victoria St., N. Kitchener, N2B 3R6 CA ",,"[{'course_id': '2364', 'course_name': 'Players Indoor Golf and Sports Bar - Kitchener'}]"
116,https://foreupsoftware.com/index.php/booking/19000#/welcome,Pleasant Valley Golf Course,"4390 Pleasant Valley Drive SE Iowa City, IA 52240 USA ",,"[{'course_id': '735', 'course_name': 'Championship'}]"
117,https://foreupsoftware.com/index.php/booking/19504#/welcome,Princeton Golf Course,"301 Golf Course Rd Princeton, MN 55371 USA ",,"[{'course_id': '1767', 'course_name': 'Princeton Golf Course'}]"
118,https://foreupsoftware.com/index.php/booking/19662#/welcome,Quail Crossing Golf Club,"5 Quail Crossing Drive Boonville, IN 47601 USA ",,"[{'course_id': '2128', 'course_name': 'Quail Crossing'}]"
119,https://foreupsoftware.com/index.php/booking/19852#/welcome,Quailwood Greens Golf Course,"12200 AZ-69 Dewey, AZ 86327 USA ",,"[{'course_id': '2678', 'course_name': 'Quailwood Greens Golf Course'}]"
120,https://foreupsoftware.com/index.php/booking/19365#/welcome,Rendezvous Meadows Golf Course,"55 Club House Rd Pinedale, WY 82941 USA ","9, 18","[{'course_id': '1527', 'course_name': 'Rendevzous Meadows'}]"
121,https://foreupsoftware.com/index.php/booking/19525#/welcome,Rich Valley Golf,"227 Rich Valley Road Mechanicsburg, PA 17050 USA ",,"[{'course_id': '8436', 'course_name': 'New Tee Sheet'}, {'course_id': ' 1785', 'course_name': ' Rich Valley Golf'}]"
122,https://foreupsoftware.com/index.php/booking/19509#/welcome,River Valley Community Course,"P.O. Box 71 Monticello, MO 63457 USA ","9, 18","[{'course_id': '1941', 'course_name': 'Disc Golf'}, {'course_id': ' 1773', 'course_name': ' River Valley Community Course'}]"
123,https://foreupsoftware.com/index.php/booking/19112#/welcome,Rivers Edge Golf Club at Burley,"131 East Highway 81 Burley, ID 83318 USA ","9, 18, Both","[{'course_id': '4991', 'course_name': 'Rivers Edge 2.0 Tee Sheet'}, {'course_id': ' 1099', 'course_name': ' Rivers Edge In Season'}]"
124,https://foreupsoftware.com/index.php/booking/19832#/welcome,Rolling Fields Golf Club (OLD),"4138 Hankey Church Road Murrysville, PA 15668 USA ","9, 18","[{'course_id': '2586', 'course_name': 'Rolling Fields Golf Club'}, {'course_id': ' 2622', 'course_name': ' Simulator 1'}, {'course_id': ' 2623', 'course_name': ' Simulator 2'}]"
125,https://foreupsoftware.com/index.php/booking/19772#/welcome,Rolling Hills Golf Course (AZ),"8900 E. 29th St. Tucson, AZ 85710 USA ","9, 18, Both","[{'course_id': '2465', 'course_name': 'Rolling Hills Golf Course'}]"
126,https://foreupsoftware.com/index.php/booking/19851#/welcome,Rooster Run Golf Club,"2301 East Washington St Petaluma, CA 94954 USA ","9, 18, Both","[{'course_id': '2677', 'course_name': 'Rooster Run'}]"
127,https://foreupsoftware.com/index.php/booking/19410#/welcome,Rotonda Golf & Country Club: Pinemoor Golf Course,"80 Clubhouse RD Rotonda, FL 33947 USA ","9, 18, Both","[{'course_id': '1585', 'course_name': 'Pinemoor'}]"
128,https://foreupsoftware.com/index.php/booking/19411#/welcome,Rotonda Golf & Country Club: The Palms Golf Course,"266 B Rotonda Circle Rotonda West, FL 33947 USA ","9, 18, Both","[{'course_id': '1586', 'course_name': 'The Palms'}]"
129,https://foreupsoftware.com/index.php/booking/19486#/welcome,Salem Country Club (OLD),"700 Divot Drive Salem, IL 62881 USA ",,"[{'course_id': '1734', 'course_name': 'Salem Country Club'}]"
130,https://foreupsoftware.com/index.php/booking/19129#/welcome,Salmon Run Golf Course,"99040 South Bank Chetco River Rd. Brookings, OR 97415 USA ",,"[{'course_id': '1117', 'course_name': 'Salmon Run GC'}]"
131,https://foreupsoftware.com/index.php/booking/19954#/welcome,Sand Creek Golf Course,"5200 S 25th E Idaho Falls, ID 83404 USA ",,"[{'course_id': '3062', 'course_name': 'Sand Creek'}]"
132,https://foreupsoftware.com/index.php/booking/19071#/welcome,Sandy Burr Country Club,"88 Cochituate Rd Wayland, MA 01778 USA ",18,"[{'course_id': '884', 'course_name': 'Sandy Burr'}]"
133,https://foreupsoftware.com/index.php/booking/19229#/welcome,Sanford Country Club,"588 Country Club Road, Route 4 Sanford, ME 04073 USA ",,"[{'course_id': '1303', 'course_name': 'Sanford'}]"
134,https://foreupsoftware.com/index.php/booking/19203#/welcome,Setup Training Account 7,"8675309 Chicago Way Bettendorf , IA 52722 USA ","9, 18","[{'course_id': '2347', 'course_name': 'Carolina Club'}, {'course_id': ' 2350', 'course_name': ' The Pointe Golf Club'}]"
135,https://foreupsoftware.com/index.php/booking/19461#/welcome,Seven Hills Golf Course,"1537 S. Lyon Ave Hemet, CA 92584 USA ","9, 18, Both","[{'course_id': '968', 'course_name': 'Palms Course'}, {'course_id': ' 954', 'course_name': ' Lakes Course'}, {'course_id': ' 1676', 'course_name': ' Seven Hills Golf Course'}]"
136,https://foreupsoftware.com/index.php/booking/19639#/welcome,Seven Hills Golfers Club,"10599 Fairchild Road Spring Hill, FL 34608 USA ","9, 18","[{'course_id': '1996', 'course_name': 'Seven Hills Golfers Club'}]"
137,https://foreupsoftware.com/index.php/booking/19072#/welcome,Shamrock Golf Course,"19625 Larkin Road Corcoran, MN 55340 USA ",,"[{'course_id': '886', 'course_name': 'Shamrock Golf Course'}]"
138,https://foreupsoftware.com/index.php/booking/19074#/welcome,Sherwood Forest Golf Course,"N580 Robinhood Drive Sherwood, WI 54169 USA ",9,"[{'course_id': '888', 'course_name': 'Sherwood Forest Golf Club'}]"
139,https://foreupsoftware.com/index.php/booking/19333#/welcome,Short Beach Golf Course,"One Dorne Drive Stratford, CT 06615 USA ","9, 18, Both","[{'course_id': '1450', 'course_name': 'Short Beach'}]"
140,https://foreupsoftware.com/index.php/booking/19328#/welcome,Skyway Golf Course,"432 Country Club Dr Tremonton, UT 84337 USA ",,"[{'course_id': '9785', 'course_name': 'Sim 2024'}, {'course_id': ' 1441', 'course_name': ' Skyway'}]"
141,https://foreupsoftware.com/index.php/booking/19052#/welcome,Smock Golf Course,"3910 East County Line Road Indianapolis, IN 46237 USA ",,"[{'course_id': '922', 'course_name': 'Smock GC'}]"
142,https://foreupsoftware.com/index.php/booking/19620#/welcome,Soule Park Golf Course,"1033 E. Ojai Avenue OJAI, CA 93023 USA ","9, 18, Both","[{'course_id': '1945', 'course_name': 'Soule Park Golf Course'}]"
143,https://foreupsoftware.com/index.php/booking/19141#/welcome,Spring Lakes Golf Club,"1591 Springplace Smyrna Rd Chatsworth, GA 30705 USA ",,"[{'course_id': '9842', 'course_name': 'Simulator'}, {'course_id': ' 1153', 'course_name': ' Spring Lakes'}]"
144,https://foreupsoftware.com/index.php/booking/19750#/welcome,St. Albans Golf Club,"3833 Northridge Rd. Alexandria, OH 43001 USA ",,"[{'course_id': '2392', 'course_name': 'St. Albans Golf Club'}]"
145,https://foreupsoftware.com/index.php/booking/19485#/welcome,St. Andrews Golf Club (Old),"8799 Edinburg Dr Winston, GA 30187 USA ","9, 18","[{'course_id': '1733', 'course_name': 'St. Andrews Golf Club'}]"
146,https://foreupsoftware.com/index.php/booking/19829#/welcome,Stix Golf Entertainment,"W164 N11271 Squire Dr Germantown, WI 53022 USA ",,"[{'course_id': '2589', 'course_name': 'Stix Golf'}]"
147,https://foreupsoftware.com/index.php/booking/19217#/welcome,StonyCreek Golf Club,"11800 E 166th Street Noblesville, IN 46060 USA ","9, 18","[{'course_id': '7873', 'course_name': 'Simulator 1'}, {'course_id': ' 7874', 'course_name': ' Simulator 2'}, {'course_id': ' 1291', 'course_name': ' StonyCreek Golf Club'}]"
148,https://foreupsoftware.com/index.php/booking/19741#/welcome,Sugar Lake Lodge,"37584 Otis Lane Cohasset, MN 55721 USA ",,"[{'course_id': '2360', 'course_name': 'Sugarbrooke G.C.'}]"
149,https://foreupsoftware.com/index.php/booking/19311#/welcome,SugarTree Golf Club,"251 SugarTree Drive Lipan, TX 76462 USA ",,"[{'course_id': '1422', 'course_name': 'SugarTree Golf Club'}]"
150,https://foreupsoftware.com/index.php/booking/19449#/welcome,Tahoe City Golf Course,"251 N Lake Blvd Tahoe City, CA 96145 USA ",,"[{'course_id': '1659', 'course_name': 'Tahoe City Golf Course'}, {'course_id': ' 5577', 'course_name': ' WSP Ice Rink'}]"
151,https://foreupsoftware.com/index.php/booking/19027#/welcome,Talons Cove Golf Course,"2220 South Talons Cove Drive Saratoga Springs, UT 84045 USA ",,"[{'course_id': '788', 'course_name': 'TalonsCove'}]"
152,https://foreupsoftware.com/index.php/booking/19889#/welcome,Test Course 2," , USA ","9, 18","[{'course_id': '2834', 'course_name': 'Test Course 2'}]"
153,https://foreupsoftware.com/index.php/booking/19645#/welcome,Thanksgiving Point Golf Club,"3300 West Club House Dr Lehi, UT 84043 USA ",,"[{'course_id': '2034', 'course_name': 'Thanksgiving Point Golf Course'}]"
154,https://foreupsoftware.com/index.php/booking/19433#/welcome,The 500 Club,"4707 W. Pinnacle Peak Rd. Glendale, AZ 85310 USA ","9, 18, Both","[{'course_id': '1612', 'course_name': 'The 500 Club'}, {'course_id': ' 1616', 'course_name': ' The Futures Course'}]"
155,https://foreupsoftware.com/index.php/booking/19124#/welcome,The Cedars on Salmon Creek,"15001 NE 181st Street Brush Prairie, WA 98606 USA ","9, 18","[{'course_id': '3905', 'course_name': 'SkyTrak Tee Sheet'}, {'course_id': ' 1107', 'course_name': ' The Cedars on Salmon Creek'}]"
156,https://foreupsoftware.com/index.php/booking/19221#/welcome,The Chief golf Course,"5085 Shanty Creek Rd Bellaire, MI 49615 USA ",,"[{'course_id': '1731', 'course_name': 'Chief 2018'}]"
157,https://foreupsoftware.com/index.php/booking/19774#/welcome,The Club at PB Dye,"9526 Doctor Perry Road Ijamsville, MD 21754 USA ","9, 18, Both","[{'course_id': '10568', 'course_name': 'New Tee Sheet'}, {'course_id': ' 2477', 'course_name': ' PB Dye Golf Club'}]"
158,https://foreupsoftware.com/index.php/booking/19517#/welcome,The Golf Club at Quail Ridge,"5634 Quail Ridge Drive Sanford, NC 27332 USA ","9, 18","[{'course_id': '4459', 'course_name': 'New Tee Sheet'}]"
159,https://foreupsoftware.com/index.php/booking/19615#/welcome,The Golf Course at Sand Hollow Resort,"5662 W. Clubhouse Dr. Hurricane, UT 84737 USA ","9, 18, Both","[{'course_id': '1935', 'course_name': 'Championship Course'}, {'course_id': ' 1948', 'course_name': ' The Links Course'}]"
160,https://foreupsoftware.com/index.php/booking/19030#/welcome,The Landings at Spirit Golf Club,"180 N. Eatherton Road Chesterfield, MO 63005 USA ","9, 18, Both","[{'course_id': '791', 'course_name': 'Championship'}]"
161,https://foreupsoftware.com/index.php/booking/19607#/welcome,The Links at Lang Farm,"39 Essex Way Essex Junction, VT 05452 USA ",,"[{'course_id': '5225', 'course_name': 'THE LINKS AT LANG FARM'}]"
162,https://foreupsoftware.com/index.php/booking/19396#/welcome,The Links at Sleepy Ridge,"730 S Sleepy Ridge Dr Orem, UT 84058 USA ",,"[{'course_id': '1726', 'course_name': 'Sleepy Ridge'}]"
163,https://foreupsoftware.com/index.php/booking/19011#/welcome,The Links at Teton Peaks,"127 North 4000 West Driggs, ID 83422 USA ",,"[{'course_id': '753', 'course_name': 'Teton Peaks'}]"
164,https://foreupsoftware.com/index.php/booking/19153#/welcome,The Patch - Augusta Municipal,"2023 Highland Ave Augusta, GA 30904 USA ","9, 18","[{'course_id': '1200', 'course_name': 'Augusta Municipal Golf Course'}]"
165,https://foreupsoftware.com/index.php/booking/19613#/welcome,The Ranches,"4128 E Clubhouse Ln Eagle Mountain, UT 84005 USA ","9, 18, Both","[{'course_id': '8326', 'course_name': 'Millsite Golf Course'}, {'course_id': ' 9254', 'course_name': ' Simulator'}, {'course_id': ' 9019', 'course_name': ' The Golf Lounge - Bay 1'}, {'course_id': ' 9056', 'course_name': ' The Golf Lounge - Bay 2'}, {'course_id': ' 9057', 'course_name': ' The Golf Lounge - Bay 3'}, {'course_id': ' 1934', 'course_name': ' The Ranches Golf Course'}]"
166,https://foreupsoftware.com/index.php/booking/19490#/welcome,The River Golf Course,"4402 Country Road 152 International Falls, MN 56649 USA ","9, 18","[{'course_id': '1866', 'course_name': 'The River Golf'}]"
167,https://foreupsoftware.com/index.php/booking/19849#/welcome,The Summit Golf Club,"31286 Highway 19 Blvd Cannon Falls, MN 55009 USA ",18,"[{'course_id': '2654', 'course_name': 'The Summit Golf Club - Championship'}, {'course_id': ' 2666', 'course_name': ' The Summit Golf Club Executive 9'}]"
168,https://foreupsoftware.com/index.php/booking/19220#/welcome,The Willows at Runk and Pratt,"540 Fairway Ln Hurt, VA 24563 USA ","9, 18","[{'course_id': '1296', 'course_name': 'The Willows'}]"
169,https://foreupsoftware.com/index.php/booking/19467#/welcome,Timpanogos Valley Golf Course,"4211 Valley View Dr Timpanogos Valley, UT 0 USA ","9, 18","[{'course_id': '3408', 'course_name': 'Aggregate Tee Sheet'}, {'course_id': ' 5720', 'course_name': ' Ancient Egypt'}, {'course_id': ' 5098', 'course_name': ' BD | 09-Holes [ID: 5098]'}, {'course_id': ' 5100', 'course_name': ' BD | 18-Holes [ID: 5100]'}, {'course_id': ' 5101', 'course_name': ' BD | 27-Holes [ID: 5101]'}, {'course_id': ' 4790', 'course_name': ' Black Tie | 27-Hole [ID: 4790]'}, {'course_id': ' 1699', 'course_name': ' Development Testing 1'}, {'course_id': ' 3199', 'course_name': ' Development Testing 9 Hole'}, {'course_id': ' 5650', 'course_name': ' New Tee Sheet'}, {'course_id': ' 4363', 'course_name': ' Time Frames Testing'}, {'course_id': ' 4750', 'course_name': ' a'}]"
170,https://foreupsoftware.com/index.php/booking/19427#/welcome,Tony Butler Golf Course,"2640 South ""M"" Street Harlingen, TX 78550 USA ",18,"[{'course_id': '8098', 'course_name': 'Executive 9'}]"
171,https://foreupsoftware.com/index.php/booking/19339#/welcome,Triggs Memorial Golf Course,"1533 Chalkstone Avenue Providence, RI 02909 USA ",,"[{'course_id': '1457', 'course_name': 'Triggs Memorial'}]"
172,https://foreupsoftware.com/index.php/booking/19637#/welcome,Tropics Mini Golf,"98-1101 Moanalua Road Aiea, HI 96701 USA ","9, 18, Both","[{'course_id': '2783', 'course_name': 'Tropics Mini Golf'}]"
173,https://foreupsoftware.com/index.php/booking/19069#/welcome,Two Rivers Golf Course,"150 S Oak Tree Lane Dakota Dunes, SD 57049 USA ",,"[{'course_id': '874', 'course_name': 'Two Rivers'}]"
174,https://foreupsoftware.com/index.php/booking/19057#/welcome,University of Michigan Golf Course,"500 E. Stadium Blvd Ann Arbor, MI 48104 USA ",,"[{'course_id': '837', 'course_name': 'UMGC'}]"
175,https://foreupsoftware.com/index.php/booking/19501#/welcome,Valley View Golf Course,"2501 East Gentile Layton , UT 84040 USA ",,"[{'course_id': '1759', 'course_name': 'Valley View Golf Course'}]"
176,https://foreupsoftware.com/index.php/booking/19755#/welcome,Veenker Memorial Golf Course,"2916 Veenker Dr Ames, IA 50011 USA ",,"[{'course_id': '2407', 'course_name': 'Veenker Memorial Golf Course'}]"
177,https://foreupsoftware.com/index.php/booking/19130#/welcome,Viking Meadows Golf Club,"1788 Viking Blvd NE East Bethel, MN 55011 USA ","9, 18","[{'course_id': '1119', 'course_name': 'Viking Meadows'}]"
178,https://foreupsoftware.com/index.php/booking/19108#/welcome,Vineyard Valley Golf Course,"34 BRAYMAN HOLLOW RD POMFRET CENTER, CT 06259 USA ","9, 18, Both","[{'course_id': '965', 'course_name': 'Vineyard Valley'}]"
179,https://foreupsoftware.com/index.php/booking/19181#/welcome,Webster Golf Club,"440 Salt Road Webster, NY 14580 USA ",,"[{'course_id': '1234', 'course_name': 'Webster Golf Club'}]"
180,https://foreupsoftware.com/index.php/booking/19495#/welcome,Western Lakes Golf Club,"W287 N1963 Oakton Rd Pewaukee, WI 53072 USA ",,"[{'course_id': '1744', 'course_name': 'Western Lakes Golf Club'}]"
181,https://foreupsoftware.com/index.php/booking/19401#/welcome,Westlake Golf Course,"4812 Lakeview Canyon Road Westlake Village, CA 91361 USA ","9, 18","[{'course_id': '1570', 'course_name': 'Westlake California'}]"
182,https://foreupsoftware.com/index.php/booking/19208#/welcome,Wheatland Golf Club,"1253 Cole Street Wheatland, WY 82201 USA ","9, 18","[{'course_id': '2892', 'course_name': 'New Tee Sheet'}, {'course_id': ' 1277', 'course_name': ' Wheatland Golf Club'}]"
183,https://foreupsoftware.com/index.php/booking/19746#/welcome,White Oaks Golf Course,"8480 Sparling Rd Goodells, MI 48027 USA ","9, 18","[{'course_id': '2382', 'course_name': 'White Oaks Golf Course'}]"
184,https://foreupsoftware.com/index.php/booking/19110#/welcome,White Path Golf Course,"1156 Shenandoah Dr Ellijay, GA 30540 USA ",,"[{'course_id': '1112', 'course_name': 'WhitePath'}]"
185,https://foreupsoftware.com/index.php/booking/19476#/welcome,Whitehawk Ranch Golf Club,"PO Box 310 graeagle, CA 96103 USA ","9, 18","[{'course_id': '1712', 'course_name': 'Whitehawk Ranch Golf Club'}]"
186,https://foreupsoftware.com/index.php/booking/19063#/welcome,Wild Wood Country Club,"1201 Rush West Rush Road Rush, NY 14543 USA ",,"[{'course_id': '5967', 'course_name': 'Simulator Bay 1'}, {'course_id': ' 5968', 'course_name': ' Simulator Bay 2'}, {'course_id': ' 6334', 'course_name': ' Simulator Bay 3'}, {'course_id': ' 856', 'course_name': ' Wild Wood'}]"
187,https://foreupsoftware.com/index.php/booking/19870#/welcome,Willow Lakes Golf Club,"2852 Willow Lakes Lane Titusville, FL 32796 USA ","9, 18, Both","[{'course_id': '2789', 'course_name': 'Willow Lakes'}, {'course_id': ' 10945', 'course_name': ' Willow Lakes 9 Hole'}]"
188,https://foreupsoftware.com/index.php/booking/19051#/welcome,Winding Ridge Golf Club,"5450 Bogey Drive Lawrence, IN 46235 USA ","9, 18","[{'course_id': '832', 'course_name': 'Winding Ridge'}]"
189,https://foreupsoftware.com/index.php/booking/19084#/welcome,Winfield Country Club,"PO Box 501 Winfield, KS 67156 USA ","9, 18","[{'course_id': '2890', 'course_name': 'New Tee Sheet'}]"
190,https://foreupsoftware.com/index.php/booking/19529#/welcome,Wisconsin River Golf Club,"705 West River Dr W Stevens Point, WI 54481 USA ","9, 18, Both","[{'course_id': '1790', 'course_name': 'Wisconsin River Golf Club'}]"
